ontology	issue_number	pr_number	case_type	difficulty	agent_config_tag	model	runtime	eval_repo_pr	f1	precision	recall	jaccard	case	agent
uberon	3471	3472	axiom_repair	simple	v3	gpt-5.4	opencode	590	0.0	0.0	0.0	0.0	ube#3471	std_opencode_g54
uberon	3409	3466	other	hard	v3	gpt-5.4	opencode	589	0.0	0.0	0.0	0.0	ube#3409	std_opencode_g54
uberon	3454	3455	axiom_repair	hard	v3	gpt-5.4	opencode	588	0.473	0.329	0.839	0.31	ube#3454	std_opencode_g54
uberon	3678	3679	new_term	hard	v3	gpt-5.5	opencode	587	0.927	0.865	0.999	0.864	ube#3678	std_opencode_g55
uberon	3672	3673	other	simple	v3	gpt-5.5	opencode	586	0.0	0.0	0.0	0.0	ube#3672	std_opencode_g55
uberon	3657	3671	new_term	medium	v3	gpt-5.5	opencode	585	0.762	0.75	0.774	0.615	ube#3657	std_opencode_g55
uberon	2421	3659	axiom_repair	medium	v3	gpt-5.5	opencode	584	0.0	0.0	0.0	0.0	ube#2421	std_opencode_g55
uberon	3464	3646	reclassification	hard	v3	gpt-5.5	opencode	583	0.0	0.0	0.0	0.0	ube#3464	std_opencode_g55
uberon	3651	3652	other	hard	v3	gpt-5.5	opencode	582	0.001	0.0	0.667	0.0	ube#3651	std_opencode_g55
uberon	3637	3638	new_term	medium	v3	gpt-5.5	opencode	581	0.824	0.778	0.875	0.7	ube#3637	std_opencode_g55
uberon	3631	3633	synonym_update	simple	v3	gpt-5.5	opencode	580	0.0	0.0	0.0	0.0	ube#3631	std_opencode_g55
uberon	3629	3630	new_term	medium	v3	gpt-5.5	opencode	579	1.0	1.0	1.0	1.0	ube#3629	std_opencode_g55
uberon	3627	3628	axiom_repair	medium	v3	gpt-5.5	opencode	578	1.0	1.0	1.0	1.0	ube#3627	std_opencode_g55
uberon	3625	3626	axiom_repair	simple	v3	gpt-5.5	opencode	577	1.0	1.0	1.0	1.0	ube#3625	std_opencode_g55
uberon	3618	3620	new_term	medium	v3	gpt-5.5	opencode	576	0.778	0.778	0.778	0.636	ube#3618	std_opencode_g55
uberon	3617	3619	axiom_repair	hard	v3	gpt-5.5	opencode	575	1.0	1.0	1.0	1.0	ube#3617	std_opencode_g55
uberon	3604	3607	new_term	medium	v3	gpt-5.5	opencode	574	0.632	0.667	0.6	0.462	ube#3604	std_opencode_g55
uberon	3613	3616	synonym_update	simple	v3	gpt-5.5	opencode	573	1.0	1.0	1.0	1.0	ube#3613	std_opencode_g55
uberon	3596	3597	axiom_repair	hard	v3	gpt-5.5	opencode	572	0.444	0.5	0.4	0.286	ube#3596	std_opencode_g55
uberon	3602	3603	new_term	simple	v3	gpt-5.5	opencode	571	0.769	0.833	0.714	0.625	ube#3602	std_opencode_g55
uberon	3583	3588	new_term	medium	v3	gpt-5.5	opencode	570	0.431	0.44	0.423	0.275	ube#3583	std_opencode_g55
uberon	3447	3560	reclassification	medium	v3	gpt-5.5	opencode	569	1.0	1.0	1.0	1.0	ube#3447	std_opencode_g55
uberon	3409	3466	other	hard	v3	gpt-5.5	opencode	568	0.0	0.0	0.0	0.0	ube#3409	std_opencode_g55
uberon	3003	3511	axiom_repair	medium	v3	gpt-5.5	opencode	567	0.4	0.5	0.333	0.25	ube#3003	std_opencode_g55
uberon	3583	3588	new_term	medium	v3	claude-haiku-4.5	claude	566	0.341	0.28	0.438	0.206	ube#3583	std_claude_hai45
uberon	3446	3507	new_term	medium	v3	claude-haiku-4.5	claude	565	0.556	0.556	0.556	0.385	ube#3446	std_claude_hai45
uberon	3446	3507	new_term	medium	v3	claude-haiku-4.5	claude	505	0.556	0.556	0.556	0.385	ube#3446	std_claude_hai45
uberon	3583	3588	new_term	medium	v3	claude-haiku-4.5	claude	504	0.341	0.28	0.438	0.206	ube#3583	std_claude_hai45
uberon	3446	3507	new_term	medium	v3	claude-sonnet-4.5	claude	503	0.588	0.556	0.625	0.417	ube#3446	std_claude_son45
uberon	3672	3673	other	simple	v3	claude-opus-4.7	claude	502	0.0	0.0	0.0	0.0	ube#3672	std_claude_op47
uberon	3602	3603	new_term	simple	v3	claude-haiku-4.5	claude	501	0.667	0.667	0.667	0.5	ube#3602	std_claude_hai45
uberon	3631	3633	synonym_update	simple	v3	claude-haiku-4.5	claude	500	0.0	0.0	0.0	0.0	ube#3631	std_claude_hai45
uberon	3454	3455	axiom_repair	hard	v3	kimi-k2.6	opencode	467	0.048	0.025	0.5	0.025	ube#3454	std_opencode_kimi
uberon	3446	3507	new_term	medium	v3	kimi-k2.6	opencode	463	0.588	0.556	0.625	0.417	ube#3446	std_opencode_kimi
uberon	3531	3532	documentation	simple	v3	kimi-k2.6	opencode	461	0.4	0.5	0.333	0.25	ube#3531	std_opencode_kimi
uberon	3682	3683	synonym_update	simple	v3	kimi-k2.6	opencode	456	0.286	0.174	0.8	0.167	ube#3682	std_opencode_kimi
uberon	3003	3511	axiom_repair	medium	v3	kimi-k2.6	opencode	455	0.4	0.5	0.333	0.25	ube#3003	std_opencode_kimi
uberon	3631	3633	synonym_update	simple	v3	kimi-k2.6	opencode	454	0.0	0.0	0.0	0.0	ube#3631	std_opencode_kimi
uberon	3572	3573	axiom_repair	medium	v3	kimi-k2.6	opencode	452	1.0	1.0	1.0	1.0	ube#3572	std_opencode_kimi
uberon	3471	3472	axiom_repair	simple	v3	kimi-k2.6	opencode	451	0.0	0.0	0.0	0.0	ube#3471	std_opencode_kimi
uberon	2421	3659	axiom_repair	medium	v3	kimi-k2.6	opencode	450	0.0	0.0	0.0	0.0	ube#2421	std_opencode_kimi
uberon	3448	3506	axiom_repair	simple	v3	kimi-k2.6	opencode	449	0.0	0.0	0.0	0.0	ube#3448	std_opencode_kimi
uberon	3596	3597	axiom_repair	hard	v3	kimi-k2.6	opencode	448	0.4	0.5	0.333	0.25	ube#3596	std_opencode_kimi
uberon	3629	3630	new_term	medium	v3	kimi-k2.6	opencode	447	0.545	0.545	0.545	0.375	ube#3629	std_opencode_kimi
uberon	3522	3525	axiom_repair	medium	v3	kimi-k2.6	opencode	446	0.286	0.286	0.286	0.167	ube#3522	std_opencode_kimi
uberon	3637	3638	new_term	medium	v3	kimi-k2.6	opencode	445	0.824	0.778	0.875	0.7	ube#3637	std_opencode_kimi
uberon	3651	3652	other	hard	v3	kimi-k2.6	opencode	444	0.001	0.0	0.667	0.0	ube#3651	std_opencode_kimi
uberon	3490	3585	axiom_repair	hard	v3	kimi-k2.6	opencode	443	0.25	0.333	0.2	0.143	ube#3490	std_opencode_kimi
uberon	3509	3515	axiom_repair	simple	v3	kimi-k2.6	opencode	442	0.5	0.5	0.5	0.333	ube#3509	std_opencode_kimi
uberon	3409	3466	other	hard	v3	kimi-k2.6	opencode	441	0.12	0.158	0.097	0.064	ube#3409	std_opencode_kimi
uberon	3473	3494	axiom_repair	hard	v3	kimi-k2.6	opencode	439	0.182	0.105	0.667	0.1	ube#3473	std_opencode_kimi
uberon	3627	3628	axiom_repair	medium	v3	gpt-5.4	codex	418	1.0	1.0	1.0	1.0	ube#3627	std_codex_g54
uberon	3478	3479	axiom_repair	hard	v3	gpt-5.4	codex	417	0.462	0.375	0.6	0.3	ube#3478	std_codex_g54
uberon	3631	3633	synonym_update	simple	v3	gpt-5.4	codex	416	0.222	0.25	0.2	0.125	ube#3631	std_codex_g54
uberon	3457	3569	new_term	medium	v3	gpt-5.4	codex	397	0.0	0.0	0.0	0.0	ube#3457	std_codex_g54
uberon	3618	3620	new_term	medium	v3	gpt-5.4	codex	396	0.889	0.889	0.889	0.8	ube#3618	std_codex_g54
uberon	3617	3619	axiom_repair	hard	v3	gpt-5.4	codex	395	1.0	1.0	1.0	1.0	ube#3617	std_codex_g54
uberon	3583	3588	new_term	medium	v3	gpt-5.4	codex	394	0.339	0.4	0.294	0.204	ube#3583	std_codex_g54
uberon	3625	3626	axiom_repair	simple	v3	gpt-5.4	codex	393	1.0	1.0	1.0	1.0	ube#3625	std_codex_g54
uberon	3613	3616	synonym_update	simple	v3	gpt-5.4	codex	392	0.667	1.0	0.5	0.5	ube#3613	std_codex_g54
uberon	3414	3499	new_term	hard	v3	gpt-5.4	codex	391	0.065	0.077	0.056	0.033	ube#3414	std_codex_g54
uberon	3672	3673	other	simple	v3	gpt-5.4	codex	390	0.0	0.0	0.0	0.0	ube#3672	std_codex_g54
uberon	3657	3671	new_term	medium	v3	gpt-5.4	codex	389	0.545	0.562	0.529	0.375	ube#3657	std_codex_g54
uberon	3354	3486	axiom_repair	hard	v3	gpt-5.4	codex	388	0.429	0.429	0.429	0.273	ube#3354	std_codex_g54
uberon	3602	3603	new_term	simple	v3	gpt-5.4	codex	387	0.923	1.0	0.857	0.857	ube#3602	std_codex_g54
uberon	3678	3679	new_term	hard	v3	gpt-5.4	codex	386	0.999	0.998	0.999	0.997	ube#3678	std_codex_g54
uberon	2421	3659	axiom_repair	medium	v3	gpt-5.4	codex	385	0.0	0.0	0.0	0.0	ube#2421	std_codex_g54
uberon	3596	3597	axiom_repair	hard	v3	gpt-5.4	codex	384	0.444	0.5	0.4	0.286	ube#3596	std_codex_g54
uberon	3522	3525	axiom_repair	medium	v3	gpt-5.4	codex	383	0.364	0.286	0.5	0.222	ube#3522	std_codex_g54
uberon	3629	3630	new_term	medium	v3	gpt-5.4	codex	382	0.609	0.636	0.583	0.438	ube#3629	std_codex_g54
uberon	3651	3652	other	hard	v3	gpt-5.4	codex	381	0.001	0.0	0.667	0.0	ube#3651	std_codex_g54
uberon	3509	3515	axiom_repair	simple	v3	gpt-5.4	codex	380	0.5	0.5	0.5	0.333	ube#3509	std_codex_g54
uberon	3637	3638	new_term	medium	v3	gpt-5.4	codex	379	0.476	0.556	0.417	0.312	ube#3637	std_codex_g54
uberon	3604	3607	new_term	medium	v3	gpt-5.4	codex	378	0.737	0.778	0.7	0.583	ube#3604	std_codex_g54
uberon	3409	3466	other	hard	v3	gpt-5.4	codex	377	0.0	0.0	0.0	0.0	ube#3409	std_codex_g54
uberon	3618	3620	new_term	medium	v3	claude-opus-4.7	claude	376	0.947	1.0	0.9	0.9	ube#3618	std_claude_op47
uberon	3473	3494	axiom_repair	hard	v3	claude-haiku-4.5	claude	375	0.174	0.105	0.5	0.095	ube#3473	std_claude_hai45
uberon	3618	3620	new_term	medium	v3	claude-haiku-4.5	claude	374	0.842	0.889	0.8	0.727	ube#3618	std_claude_hai45
uberon	3602	3603	new_term	simple	v3	claude-haiku-4.5	claude	373	0.667	0.667	0.667	0.5	ube#3602	std_claude_hai45
uberon	3637	3638	new_term	medium	v3	claude-haiku-4.5	claude	371	0.6	0.667	0.545	0.429	ube#3637	std_claude_hai45
uberon	3631	3633	synonym_update	simple	v3	claude-haiku-4.5	claude	369	0.0	0.0	0.0	0.0	ube#3631	std_claude_hai45
uberon	3478	3479	axiom_repair	hard	v3	claude-haiku-4.5	claude	336	0.5	0.375	0.75	0.333	ube#3478	std_claude_hai45
uberon	3627	3628	axiom_repair	medium	v3	claude-haiku-4.5	claude	335	1.0	1.0	1.0	1.0	ube#3627	std_claude_hai45
uberon	3618	3620	new_term	medium	v3	claude-haiku-4.5	claude	334	0.842	0.889	0.8	0.727	ube#3618	std_claude_hai45
uberon	3448	3506	axiom_repair	simple	v3	claude-haiku-4.5	claude	331	0.0	0.0	0.0	0.0	ube#3448	std_claude_hai45
uberon	3522	3525	axiom_repair	medium	v3	claude-haiku-4.5	claude	329	0.364	0.286	0.5	0.222	ube#3522	std_claude_hai45
uberon	3629	3630	new_term	medium	v3	claude-haiku-4.5	claude	328	0.583	0.636	0.538	0.412	ube#3629	std_claude_hai45
uberon	3509	3515	axiom_repair	simple	v3	claude-haiku-4.5	claude	327	0.5	0.5	0.5	0.333	ube#3509	std_claude_hai45
uberon	3473	3494	axiom_repair	hard	v3	claude-haiku-4.5	claude	325	0.174	0.105	0.5	0.095	ube#3473	std_claude_hai45
uberon	3637	3638	new_term	medium	v3	claude-haiku-4.5	claude	324	0.6	0.667	0.545	0.429	ube#3637	std_claude_hai45
uberon	3457	3569	new_term	medium	v3	claude-sonnet-4.5	claude	323	0.0	0.0	0.0	0.0	ube#3457	std_claude_son45
uberon	3617	3619	axiom_repair	hard	v3	claude-sonnet-4.5	claude	322	1.0	1.0	1.0	1.0	ube#3617	std_claude_son45
uberon	3478	3479	axiom_repair	hard	v3	claude-sonnet-4.5	claude	321	0.5	0.375	0.75	0.333	ube#3478	std_claude_son45
uberon	3625	3626	axiom_repair	simple	v3	claude-sonnet-4.5	claude	320	1.0	1.0	1.0	1.0	ube#3625	std_claude_son45
uberon	3475	3477	axiom_repair	medium	v3	claude-sonnet-4.5	claude	319	0.333	1.0	0.2	0.2	ube#3475	std_claude_son45
uberon	3583	3588	new_term	medium	v3	claude-sonnet-4.5	claude	318	0.364	0.4	0.333	0.222	ube#3583	std_claude_son45
uberon	3495	3542	new_term	hard	v3	claude-sonnet-4.5	claude	317	0.256	0.185	0.417	0.147	ube#3495	std_claude_son45
uberon	3627	3628	axiom_repair	medium	v3	claude-sonnet-4.5	claude	316	1.0	1.0	1.0	1.0	ube#3627	std_claude_son45
uberon	3672	3673	other	simple	v3	claude-sonnet-4.5	claude	315	0.0	0.0	0.0	0.0	ube#3672	std_claude_son45
uberon	3618	3620	new_term	medium	v3	claude-sonnet-4.5	claude	314	0.842	0.889	0.8	0.727	ube#3618	std_claude_son45
uberon	3447	3560	reclassification	medium	v3	claude-sonnet-4.5	claude	313	0.8	1.0	0.667	0.667	ube#3447	std_claude_son45
uberon	3613	3616	synonym_update	simple	v3	claude-sonnet-4.5	claude	312	1.0	1.0	1.0	1.0	ube#3613	std_claude_son45
uberon	3414	3499	new_term	hard	v3	claude-sonnet-4.5	claude	311	0.109	0.115	0.103	0.058	ube#3414	std_claude_son45
uberon	3572	3573	axiom_repair	medium	v3	claude-sonnet-4.5	claude	310	1.0	1.0	1.0	1.0	ube#3572	std_claude_son45
uberon	3454	3455	axiom_repair	hard	v3	claude-sonnet-4.5	claude	309	0.073	0.038	1.0	0.038	ube#3454	std_claude_son45
uberon	3531	3532	documentation	simple	v3	claude-sonnet-4.5	claude	308	0.5	0.5	0.5	0.333	ube#3531	std_claude_son45
uberon	3003	3511	axiom_repair	medium	v3	claude-sonnet-4.5	claude	307	0.4	0.5	0.333	0.25	ube#3003	std_claude_son45
uberon	3471	3472	axiom_repair	simple	v3	claude-sonnet-4.5	claude	306	0.5	1.0	0.333	0.333	ube#3471	std_claude_son45
uberon	3678	3679	new_term	hard	v3	claude-sonnet-4.5	claude	305	0.926	0.862	0.999	0.862	ube#3678	std_claude_son45
uberon	3631	3633	synonym_update	simple	v3	claude-sonnet-4.5	claude	304	0.0	0.0	0.0	0.0	ube#3631	std_claude_son45
uberon	3464	3646	reclassification	hard	v3	claude-sonnet-4.5	claude	303	0.0	0.0	0.0	0.0	ube#3464	std_claude_son45
uberon	3354	3486	axiom_repair	hard	v3	claude-sonnet-4.5	claude	302	0.727	0.571	1.0	0.571	ube#3354	std_claude_son45
uberon	3657	3671	new_term	medium	v3	claude-sonnet-4.5	claude	301	0.719	0.719	0.719	0.561	ube#3657	std_claude_son45
uberon	3448	3506	axiom_repair	simple	v3	claude-sonnet-4.5	claude	300	0.0	0.0	0.0	0.0	ube#3448	std_claude_son45
uberon	2421	3659	axiom_repair	medium	v3	claude-sonnet-4.5	claude	299	0.0	0.0	0.0	0.0	ube#2421	std_claude_son45
